jour,temp_high,temp_avg,temp_low,dew_point_high,dew_point_avg,dew_point_low,humidity_high,humidity_avg,humidity_low,speed_high,speed_avg,speed_low,pressure_high,pressure_low,precipitation_acc
4/07/2018,86.2,77.9,70.4,64.2,61.1,53.6,76.0,58.0,35.0,6.0,0.4,0.0,30.03,29.91,0.0
5/07/2018,80.2,74.4,69.2,65.1,60.9,55.4,75.0,64.0,46.0,6.0,1.7,0.0,30.11,29.95,0.0
6/07/2018,86.2,74.5,65.7,58.9,56.3,51.8,71.0,55.0,33.0,4.0,0.8,0.0,30.23,30.11,0.0
7/07/2018,86.8,79.5,70.5,61.8,58.4,55.2,68.0,50.0,36.0,1.0,0.1,0.0,30.27,30.2,0.0
8/07/2018,86.1,80.0,72.5,61.3,58.8,56.7,64.0,49.0,40.0,3.0,0.3,0.0,30.27,30.2,0.0
9/07/2018,79.6,73.5,65.3,57.8,54.8,51.9,67.0,52.0,43.0,0.0,0.0,0.0,30.3,30.19,0.0
10/07/2018,73.8,67.8,62.7,59.0,52.6,47.7,80.0,59.0,44.0,0.0,0.0,0.0,30.23,30.16,0.0
11/07/2018,72.0,66.1,60.5,56.6,54.5,51.1,79.0,67.0,50.0,0.0,0.0,0.0,30.19,30.11,0.0
12/07/2018,75.0,73.8,72.8,59.0,58.4,57.7,62.0,59.0,55.0,0.0,0.0,0.0,30.15,30.14,0.0
13/07/2018,82.8,73.4,65.6,61.3,59.1,57.4,76.0,62.0,43.0,0.0,0.0,0.0,30.17,30.11,0.0
14/07/2018,85.5,76.5,66.1,59.9,58.5,56.8,75.0,55.0,39.0,0.0,0.0,0.0,30.16,30.04,0.0
15/07/2018,88.6,79.4,71.0,58.8,56.2,52.1,64.0,46.0,31.0,0.0,0.0,0.0,30.07,29.94,0.02
16/07/2018,86.1,77.2,68.3,58.2,55.7,51.5,68.0,49.0,33.0,0.0,0.0,0.0,30.01,29.92,0.0
17/07/2018,79.6,73.5,66.4,58.9,55.4,51.8,71.0,54.0,42.0,0.0,0.0,0.0,30.12,30.01,0.0
18/07/2018,83.8,74.8,66.6,55.0,52.5,49.6,57.0,46.0,36.0,0.0,0.0,0.0,30.13,30.04,0.0
19/07/2018,78.7,72.4,65.7,63.8,60.5,51.5,85.0,68.0,40.0,0.0,0.0,0.0,30.03,29.93,0.02
21/07/2018,78.1,70.4,62.8,61.0,58.0,55.2,85.0,66.0,47.0,0.0,0.0,0.0,30.03,29.94,0.0
22/07/2018,82.1,73.9,66.4,60.0,57.9,54.9,77.0,59.0,41.0,0.0,0.0,0.0,30.09,30.02,0.0
23/07/2018,88.7,79.0,69.2,59.4,58.0,56.1,70.0,50.0,35.0,0.0,0.0,0.0,30.13,30.02,0.0
24/07/2018,90.2,80.7,71.3,63.0,60.0,57.2,64.0,51.0,35.0,0.0,0.0,0.0,30.03,29.93,0.0
25/07/2018,92.2,82.5,72.1,63.7,61.6,59.8,69.0,51.0,35.0,0.0,0.0,0.0,30.05,29.96,0.0
26/07/2018,97.0,87.0,75.8,65.4,62.1,58.4,66.0,46.0,29.0,0.0,0.0,0.0,30.0,29.87,0.0
27/07/2018,97.9,85.1,72.1,67.6,63.2,58.5,81.0,50.0,28.0,0.0,0.0,0.0,29.9,29.76,0.0
28/07/2018,79.0,74.0,69.4,67.5,56.3,45.3,82.0,57.0,31.0,0.0,0.0,0.0,29.98,29.81,0.0
29/07/2018,82.4,74.5,67.7,61.0,55.1,49.6,60.0,51.0,40.0,0.0,0.0,0.0,29.98,29.91,0.0
30/07/2018,83.4,76.2,69.1,65.4,62.7,60.4,76.0,64.0,52.0,0.0,0.0,0.0,30.04,29.98,0.0
31/07/2018,82.8,77.9,0.0,63.0,59.4,56.8,70.0,53.0,0.0,0.0,0.0,0.0,30.14,30.02,0.0
1/08/2018,86.5,76.5,67.3,60.5,57.4,53.4,63.0,53.0,40.0,0.0,0.0,0.0,30.2,30.13,0.0
2/08/2018,90.7,79.1,67.7,61.3,58.7,55.6,66.0,51.0,35.0,0.0,0.0,0.0,30.25,30.17,0.0
3/08/2018,94.2,83.1,71.8,63.1,60.5,58.7,65.0,48.0,32.0,0.0,0.0,0.0,30.22,30.09,0.0
4/08/2018,90.9,82.1,73.2,63.6,58.2,54.7,63.0,45.0,32.0,0.0,0.0,0.0,30.21,30.13,0.0
5/08/2018,87.8,76.2,65.1,62.7,58.7,52.4,79.0,58.0,31.0,0.0,0.0,0.0,30.23,30.09,0.0
6/08/2018,93.2,82.8,72.0,59.0,54.2,48.4,58.0,40.0,22.0,0.0,0.0,0.0,30.1,29.91,0.0
7/08/2018,97.8,86.6,76.9,69.5,58.9,52.8,56.0,40.0,28.0,0.0,0.0,0.0,29.92,29.7,0.0
8/08/2018,81.4,74.2,65.5,63.3,57.7,54.2,78.0,58.0,42.0,8.0,2.6,0.0,30.01,29.8,0.02
9/08/2018,74.3,66.5,61.8,63.0,57.3,53.8,87.0,73.0,52.0,11.0,4.5,0.0,30.18,29.79,0.36
10/08/2018,74.3,66.1,58.1,54.5,50.8,45.8,79.0,60.0,38.0,7.0,3.8,1.0,30.29,30.19,0.0
11/08/2018,77.4,69.0,61.4,57.3,53.0,48.6,81.0,59.0,37.0,6.0,3.1,0.0,30.32,30.18,0.0
12/08/2018,87.4,74.9,64.0,60.4,52.8,49.5,61.0,47.0,32.0,8.0,4.1,0.0,30.18,29.81,0.02
13/08/2018,76.7,70.6,66.3,62.4,59.1,55.3,82.0,68.0,48.0,10.0,5.1,0.0,29.97,29.79,0.03
14/08/2018,77.7,69.6,63.9,60.4,57.9,55.7,82.0,68.0,48.0,8.0,4.4,2.0,30.19,29.97,0.0
15/08/2018,79.5,70.5,65.6,59.5,58.2,56.0,78.0,66.0,49.0,6.0,2.9,0.0,30.23,30.12,0.0
16/08/2018,88.2,75.1,66.8,63.1,59.7,55.5,76.0,61.0,33.0,13.0,3.6,0.0,30.13,29.92,0.0
17/08/2018,75.5,68.9,62.1,60.0,54.6,49.3,81.0,62.0,40.0,9.0,6.3,3.0,30.26,30.03,0.04
18/08/2018,77.3,68.8,62.2,57.4,53.9,51.1,72.0,60.0,46.0,8.0,4.0,1.0,30.3,30.22,0.0
19/08/2018,83.6,73.4,64.4,63.1,57.9,56.1,76.0,60.0,42.0,8.0,3.4,0.0,30.28,30.16,0.0
20/08/2018,75.8,72.1,67.9,64.5,62.7,60.5,88.0,73.0,61.0,7.0,3.9,2.0,30.22,30.17,0.0
21/08/2018,79.8,74.1,69.3,64.1,62.4,60.9,76.0,67.0,56.0,5.0,3.0,1.0,30.21,30.11,0.0
22/08/2018,85.1,76.6,67.8,63.8,62.6,61.5,82.0,63.0,47.0,6.0,3.0,0.0,30.14,30.03,0.0
23/08/2018,78.5,71.1,0.0,63.5,61.2,59.3,88.0,71.0,0.0,9.0,4.9,0.0,30.07,29.97,0.0
24/08/2018,69.4,64.1,59.8,62.3,52.1,43.9,87.0,67.0,41.0,11.0,5.3,3.0,30.1,30.01,0.09
25/08/2018,68.6,62.0,56.5,52.4,47.0,40.6,83.0,60.0,37.0,9.0,5.7,2.0,30.11,29.98,0.01
26/08/2018,74.9,66.1,56.8,53.5,46.4,40.6,68.0,50.0,33.0,9.0,4.2,0.0,30.12,29.89,0.0
27/08/2018,73.8,68.4,63.1,61.6,56.5,51.7,90.0,67.0,49.0,9.0,4.9,2.0,30.15,29.89,0.02
28/08/2018,82.9,70.6,60.2,56.2,53.2,51.2,74.0,56.0,34.0,4.0,2.3,1.0,30.16,29.94,0.0
29/08/2018,74.3,67.0,63.4,64.9,58.9,51.7,91.0,76.0,53.0,12.0,4.7,0.0,30.2,29.88,0.67
30/08/2018,69.6,65.2,60.9,57.9,55.2,50.5,86.0,71.0,53.0,5.0,2.5,0.0,30.26,30.19,0.0
31/08/2018,72.4,66.6,61.4,56.4,52.5,49.3,76.0,61.0,47.0,7.0,3.3,1.0,30.28,30.19,0.0
1/09/2018,73.3,66.1,58.1,49.5,46.6,42.7,66.0,50.0,36.0,7.0,4.0,2.0,30.35,30.27,0.0
2/09/2018,76.0,66.9,57.5,49.9,47.2,45.5,66.0,50.0,36.0,7.0,3.6,2.0,30.31,30.14,0.0
3/09/2018,75.3,68.2,61.3,56.3,53.7,49.7,72.0,60.0,50.0,10.0,4.5,1.0,30.15,30.06,0.0
4/09/2018,68.5,66.1,64.1,62.8,59.6,55.0,89.0,80.0,65.0,8.0,4.9,2.0,30.1,30.08,0.0
5/09/2018,77.7,69.9,65.9,63.4,62.2,59.5,89.0,78.0,54.0,9.0,4.3,1.0,30.11,30.03,0.0
6/09/2018,70.2,66.4,62.3,61.8,58.5,51.9,88.0,76.0,57.0,10.0,5.7,3.0,30.07,30.0,0.02
7/09/2018,69.2,63.6,59.7,56.6,49.9,43.5,86.0,63.0,41.0,8.0,4.3,1.0,30.17,30.02,0.01
8/09/2018,74.9,66.1,57.2,51.6,48.5,44.1,69.0,54.0,42.0,7.0,2.3,0.0,30.21,30.13,0.0
9/09/2018,85.4,72.4,60.9,60.9,51.9,49.0,72.0,50.0,31.0,6.0,2.7,0.0,30.19,30.12,0.0
10/09/2018,76.9,68.8,61.7,60.7,55.2,48.3,84.0,64.0,38.0,8.0,3.9,1.0,30.31,30.19,0.0
11/09/2018,85.7,74.0,61.9,58.0,55.4,53.1,74.0,54.0,34.0,7.0,2.4,0.0,30.31,30.2,0.0
12/09/2018,81.5,72.2,65.8,61.0,57.9,55.7,78.0,62.0,44.0,10.0,3.6,0.0,30.22,30.14,0.0
13/09/2018,67.5,63.0,60.0,60.4,57.1,55.1,89.0,81.0,73.0,8.0,5.1,2.0,30.23,30.16,0.05
14/09/2018,70.4,63.0,56.4,55.0,50.3,44.6,83.0,65.0,40.0,9.0,4.5,2.0,30.28,30.21,0.0
15/09/2018,72.6,64.3,56.5,53.9,50.5,48.7,78.0,62.0,44.0,7.0,2.1,0.0,30.36,30.28,0.0
16/09/2018,76.8,68.2,59.3,51.9,49.3,46.7,69.0,52.0,35.0,4.0,1.5,0.0,30.3,30.14,0.0
17/09/2018,85.4,72.3,60.0,52.5,50.4,44.2,72.0,49.0,25.0,6.0,2.4,0.0,30.18,29.93,0.0
18/09/2018,75.5,70.6,65.5,64.7,58.9,50.2,82.0,68.0,45.0,7.0,3.6,1.0,30.07,29.91,0.04
19/09/2018,77.8,70.9,65.1,63.4,59.0,56.9,84.0,67.0,50.0,7.0,3.5,1.0,30.17,30.07,0.0
20/09/2018,77.5,70.3,61.1,59.6,57.9,56.2,86.0,66.0,52.0,8.0,4.0,1.0,30.15,29.9,0.0
21/09/2018,70.3,64.1,57.9,60.0,49.9,40.4,88.0,61.0,39.0,11.0,6.3,3.0,30.25,29.8,0.13
22/09/2018,66.6,61.4,56.7,60.6,47.9,43.2,81.0,62.0,51.0,8.0,4.5,1.0,30.27,30.01,0.02
23/09/2018,73.2,65.1,53.5,66.7,59.6,45.4,89.0,82.0,73.0,16.0,7.4,4.0,30.42,29.92,0.37
24/09/2018,62.6,55.8,50.7,45.9,43.6,39.1,79.0,65.0,44.0,9.0,5.7,1.0,30.68,30.42,0.0
25/09/2018,63.2,56.3,48.4,43.8,41.9,38.9,77.0,60.0,42.0,8.0,4.7,2.0,30.7,30.59,0.0
26/09/2018,71.5,60.6,48.9,45.3,41.3,39.0,70.0,50.0,33.0,5.0,2.2,0.0,30.6,30.5,0.0
27/09/2018,79.4,66.0,54.2,52.6,48.1,44.0,69.0,54.0,38.0,4.0,1.4,0.0,30.5,30.27,0.0
28/09/2018,68.1,62.0,55.5,54.3,51.4,45.1,80.0,69.0,55.0,11.0,5.2,0.0,30.42,30.24,0.0
29/09/2018,64.8,56.5,49.5,45.1,41.0,37.1,75.0,58.0,37.0,9.0,6.0,2.0,30.41,30.2,0.0
30/09/2018,64.5,56.0,48.5,46.1,41.8,38.6,73.0,60.0,40.0,13.0,4.7,1.0,30.2,30.09,0.0
1/10/2018,60.5,55.6,51.4,46.5,41.5,34.7,73.0,60.0,40.0,11.0,7.0,2.0,30.39,30.13,0.0
2/10/2018,61.2,56.3,52.3,57.9,48.1,39.1,89.0,74.0,58.0,6.0,3.2,1.0,30.38,30.27,0.01
3/10/2018,66.6,62.7,60.1,58.1,54.7,51.2,89.0,76.0,60.0,8.0,4.0,0.0,30.43,30.3,0.0
4/10/2018,70.9,63.8,57.2,51.8,50.2,48.5,74.0,62.0,49.0,5.0,2.1,0.0,30.42,30.23,0.0
5/10/2018,78.1,65.5,54.3,53.9,50.3,46.7,76.0,59.0,39.0,5.0,2.3,0.0,30.23,29.95,0.0
6/10/2018,74.0,65.4,57.1,55.6,52.7,46.2,77.0,64.0,39.0,8.0,2.9,0.0,29.95,29.75,0.0
7/10/2018,64.8,58.9,55.5,56.1,52.9,48.6,91.0,81.0,68.0,10.0,4.6,0.0,30.24,29.81,0.06
8/10/2018,65.3,57.8,50.8,48.9,45.4,40.2,80.0,65.0,43.0,7.0,3.3,0.0,30.27,30.2,0.0
9/10/2018,74.9,63.5,53.3,57.8,50.7,43.2,75.0,64.0,54.0,5.0,2.1,0.0,30.23,30.11,0.0
10/10/2018,77.7,67.6,58.3,58.4,55.5,53.0,83.0,67.0,45.0,8.0,3.1,0.0,30.11,29.81,0.0
11/10/2018,79.3,69.5,62.3,58.6,56.5,52.8,85.0,65.0,40.0,9.0,5.3,2.0,29.96,29.8,0.1
12/10/2018,78.6,68.8,61.6,62.9,60.3,57.5,90.0,76.0,55.0,9.0,4.2,1.0,30.14,29.96,0.0
13/10/2018,79.5,71.3,64.2,61.7,59.3,57.9,81.0,67.0,49.0,8.0,4.0,1.0,30.14,29.91,0.0
14/10/2018,79.9,71.1,63.5,58.8,55.8,53.9,75.0,60.0,44.0,8.0,4.8,2.0,29.91,29.71,0.0
15/10/2018,79.1,72.1,66.4,53.9,51.0,46.3,62.0,49.0,32.0,10.0,4.5,1.0,30.0,29.75,0.0
16/10/2018,78.0,70.8,65.4,56.0,51.9,49.4,69.0,52.0,41.0,4.0,1.8,0.0,30.13,29.99,0.0
17/10/2018,69.5,64.9,60.5,56.7,55.2,53.9,80.0,71.0,60.0,7.0,3.5,1.0,30.17,30.09,0.0
18/10/2018,68.0,60.7,56.0,56.0,52.8,50.0,83.0,75.0,65.0,11.0,6.7,3.0,30.24,30.17,0.0
19/10/2018,64.4,57.7,53.1,53.8,51.3,49.2,88.0,80.0,68.0,8.0,5.3,2.0,30.36,30.22,0.0
20/10/2018,62.9,56.0,49.7,49.3,47.5,45.5,86.0,74.0,58.0,9.0,5.3,3.0,30.5,30.36,0.0
21/10/2018,64.6,56.1,48.2,49.6,45.9,43.6,85.0,70.0,49.0,6.0,3.4,1.0,30.47,30.33,0.0
22/10/2018,58.7,56.4,52.4,54.4,49.1,43.3,90.0,77.0,64.0,12.0,6.3,2.0,30.62,30.36,0.0
23/10/2018,63.6,54.3,47.1,50.1,44.7,41.0,81.0,71.0,52.0,8.0,4.2,1.0,30.62,30.43,0.0
24/10/2018,61.9,58.2,54.6,55.5,53.1,49.6,89.0,83.0,79.0,8.0,3.8,1.0,30.46,30.36,0.0
25/10/2018,61.1,58.0,54.9,55.2,50.2,48.2,85.0,75.0,65.0,7.0,3.4,1.0,30.36,30.11,0.0
26/10/2018,58.4,53.4,48.1,48.2,45.6,40.5,82.0,75.0,64.0,12.0,3.9,1.0,30.11,29.86,0.02
27/10/2018,50.7,46.9,44.1,41.0,38.8,35.7,83.0,74.0,59.0,9.0,4.6,1.0,29.93,29.85,0.0
28/10/2018,46.5,43.8,41.3,39.3,36.1,32.8,86.0,75.0,65.0,14.0,9.8,4.0,29.9,29.83,0.0
29/10/2018,42.9,41.4,39.0,36.7,35.1,33.0,82.0,78.0,69.0,13.0,8.9,6.0,29.85,29.31,0.01
30/10/2018,52.6,44.9,39.2,44.1,39.3,35.9,91.0,82.0,57.0,9.0,5.1,2.0,29.82,29.27,0.5
31/10/2018,53.6,48.3,42.8,49.4,43.0,37.8,89.0,82.0,74.0,6.0,3.0,1.0,29.87,29.78,0.08
1/11/2018,55.0,52.6,50.9,50.1,46.6,43.8,89.0,80.0,74.0,7.0,3.9,1.0,30.02,29.76,0.07
2/11/2018,54.0,50.3,47.0,46.4,40.8,34.2,86.0,71.0,48.0,8.0,3.5,0.0,30.47,30.02,0.01
3/11/2018,54.6,48.3,43.4,40.5,37.3,31.4,80.0,66.0,43.0,5.0,1.9,1.0,30.47,30.18,0.0
4/11/2018,54.9,49.0,42.8,47.8,43.3,39.2,89.0,81.0,73.0,6.0,2.5,1.0,30.18,29.8,0.0
5/11/2018,67.5,58.3,51.8,52.6,49.4,46.5,83.0,73.0,56.0,7.0,3.1,1.0,29.8,29.67,0.0
6/11/2018,66.4,59.9,53.0,52.1,49.6,44.9,77.0,69.0,54.0,10.0,5.1,2.0,29.74,29.64,0.0
7/11/2018,57.3,53.2,50.9,50.9,47.0,43.7,88.0,80.0,73.0,10.0,6.3,3.0,30.0,29.66,0.17
8/11/2018,56.6,51.3,46.0,48.0,45.1,42.6,89.0,80.0,64.0,6.0,3.7,2.0,30.2,29.98,0.0
9/11/2018,59.7,52.6,46.9,51.0,46.6,43.1,87.0,80.0,69.0,9.0,4.3,1.0,29.97,29.69,0.0
10/11/2018,55.9,54.3,52.6,52.6,50.3,47.0,92.0,86.0,76.0,10.0,6.2,2.0,29.69,29.61,0.17
11/11/2018,55.6,54.5,53.4,53.2,50.9,49.2,92.0,88.0,82.0,9.0,4.9,1.0,29.91,29.65,0.31
12/11/2018,54.7,53.2,51.4,51.9,49.9,48.7,92.0,89.0,82.0,5.0,2.8,0.0,30.17,29.87,0.43
13/11/2018,60.3,54.7,51.5,50.1,48.2,45.8,90.0,80.0,60.0,6.0,3.3,1.0,30.45,30.17,0.0
14/11/2018,59.4,52.7,47.4,51.1,47.5,44.0,92.0,83.0,73.0,6.0,2.6,0.0,30.45,30.26,0.0
15/11/2018,53.6,50.1,47.6,49.5,47.6,45.1,93.0,91.0,84.0,6.0,2.9,1.0,30.28,30.23,0.0
16/11/2018,50.2,47.3,44.7,48.2,45.1,40.8,94.0,92.0,86.0,5.0,2.8,1.0,30.35,30.28,0.0
17/11/2018,49.1,44.6,39.3,40.6,38.0,35.7,89.0,78.0,66.0,7.0,3.7,1.0,30.33,30.25,0.0
18/11/2018,48.3,43.6,38.7,35.9,33.3,31.1,74.0,67.0,57.0,8.0,4.0,2.0,30.29,30.15,0.0
19/11/2018,44.1,39.6,34.3,36.3,30.9,24.1,83.0,71.0,65.0,10.0,6.0,3.0,30.15,29.79,0.02
20/11/2018,40.6,38.3,36.4,35.7,34.3,33.1,89.0,85.0,76.0,10.0,4.6,1.0,29.78,29.64,0.09
21/11/2018,44.9,40.0,34.7,37.7,33.8,31.2,92.0,79.0,62.0,5.0,2.5,0.0,30.07,29.77,0.01
22/11/2018,44.6,40.8,36.0,41.8,37.7,33.5,92.0,89.0,83.0,6.0,2.4,0.0,30.1,30.05,0.01
23/11/2018,47.1,43.4,38.2,44.9,40.7,36.1,93.0,90.0,87.0,5.0,2.1,0.0,30.07,29.82,0.15
24/11/2018,49.7,47.6,45.8,45.7,44.2,43.0,92.0,88.0,83.0,5.0,2.9,1.0,29.9,29.81,0.1
25/11/2018,48.5,46.8,45.1,45.7,44.1,42.3,92.0,90.0,88.0,8.0,3.6,1.0,29.87,29.7,0.18
26/11/2018,44.9,43.1,41.4,42.1,40.5,39.0,92.0,90.0,88.0,8.0,4.5,1.0,30.06,29.75,0.03
27/11/2018,50.4,46.2,44.3,44.3,42.1,40.8,92.0,86.0,73.0,8.0,3.8,0.0,30.16,30.06,0.17
28/11/2018,54.1,51.8,46.4,51.0,48.4,44.2,94.0,89.0,81.0,7.0,4.5,1.0,30.1,30.02,0.41
29/11/2018,59.0,54.8,52.2,48.9,47.4,45.0,84.0,76.0,62.0,9.0,5.3,2.0,30.06,29.84,0.0
30/11/2018,56.6,53.0,50.2,48.7,46.5,43.6,88.0,79.0,65.0,7.0,3.5,1.0,30.06,29.9,0.0
1/12/2018,53.7,49.2,45.3,51.1,45.9,41.7,91.0,88.0,79.0,9.0,5.5,1.0,30.06,29.75,0.09
2/12/2018,61.5,58.6,53.7,56.7,55.1,51.0,92.0,88.0,83.0,8.0,4.7,2.0,29.77,29.66,0.17
3/12/2018,59.8,57.5,54.5,56.0,52.3,47.8,88.0,83.0,75.0,8.0,5.0,3.0,29.97,29.68,0.12
4/12/2018,54.5,52.6,50.8,49.2,45.9,41.0,90.0,78.0,64.0,5.0,3.2,1.0,30.31,29.97,0.03
5/12/2018,55.2,51.8,49.1,50.8,47.3,44.2,92.0,85.0,78.0,7.0,4.3,2.0,30.29,30.03,0.06
6/12/2018,57.9,56.2,53.8,53.5,52.2,49.7,91.0,87.0,81.0,6.0,3.1,1.0,30.2,30.04,0.02
7/12/2018,55.4,52.3,47.1,51.4,47.0,39.4,92.0,82.0,71.0,11.0,6.3,3.0,30.18,29.7,0.2
8/12/2018,55.5,50.8,46.2,50.6,44.4,39.0,88.0,79.0,73.0,11.0,6.5,4.0,30.03,29.77,0.1
9/12/2018,52.9,51.0,49.1,47.1,44.4,41.5,85.0,78.0,68.0,13.0,7.4,4.0,30.27,29.79,0.24
10/12/2018,51.2,48.7,46.9,44.6,42.7,41.3,87.0,80.0,70.0,8.0,4.4,2.0,30.42,30.27,0.01
11/12/2018,49.5,46.6,43.2,43.9,41.3,38.7,85.0,82.0,75.0,5.0,2.1,0.0,30.4,30.29,0.0
12/12/2018,43.8,39.1,35.4,38.6,33.9,31.6,92.0,82.0,68.0,6.0,3.1,1.0,30.3,30.14,0.0
13/12/2018,41.3,36.8,34.6,32.0,30.2,27.1,86.0,77.0,64.0,8.0,4.4,2.0,30.14,29.97,0.0
14/12/2018,37.5,34.3,31.2,27.2,25.1,23.8,78.0,69.0,59.0,7.0,3.7,1.0,30.32,30.1,0.0
15/12/2018,38.1,35.1,33.3,36.0,27.9,24.2,92.0,75.0,65.0,10.0,5.5,1.0,30.31,29.86,0.57
16/12/2018,47.3,43.2,38.0,44.8,41.0,35.6,93.0,92.0,90.0,6.0,3.0,1.0,29.97,29.87,0.05
17/12/2018,48.8,46.3,44.8,44.4,42.6,40.7,91.0,87.0,81.0,6.0,3.5,1.0,30.34,29.96,0.04
18/12/2018,49.1,46.1,42.0,43.7,40.5,38.0,93.0,81.0,67.0,9.0,5.5,2.0,30.32,29.88,0.08
19/12/2018,52.4,49.5,47.1,46.4,45.1,42.2,89.0,85.0,77.0,8.0,4.8,3.0,29.95,29.88,0.02
20/12/2018,53.3,48.9,46.9,45.1,43.2,41.9,85.0,81.0,72.0,7.0,4.9,2.0,30.06,29.94,0.0
21/12/2018,60.2,56.1,50.1,55.0,52.1,45.1,92.0,87.0,79.0,11.0,6.2,2.0,30.01,29.77,0.19
22/12/2018,57.2,54.7,51.6,52.7,48.5,45.5,86.0,80.0,74.0,8.0,4.4,2.0,30.34,29.99,0.02
23/12/2018,58.4,54.5,50.7,54.4,51.2,46.1,93.0,88.0,81.0,7.0,4.0,1.0,30.34,30.16,0.17
24/12/2018,57.0,49.6,45.2,54.3,44.6,37.1,93.0,83.0,71.0,8.0,3.7,1.0,30.63,30.22,0.15
25/12/2018,47.1,43.1,38.3,37.1,34.8,32.8,81.0,73.0,62.0,5.0,2.3,1.0,30.66,30.59,0.0
26/12/2018,40.3,37.3,34.1,33.5,31.7,30.3,87.0,80.0,72.0,5.0,2.5,0.0,30.59,30.44,0.0
27/12/2018,36.3,34.4,32.7,32.5,30.9,29.3,92.0,87.0,85.0,4.0,2.3,1.0,30.44,30.35,0.0
28/12/2018,38.0,35.2,32.9,35.4,31.7,29.5,92.0,87.0,84.0,4.0,2.0,0.0,30.63,30.39,0.0
29/12/2018,48.0,42.0,37.4,45.8,37.8,33.4,92.0,85.0,80.0,5.0,2.4,1.0,30.67,30.61,0.01
30/12/2018,50.1,49.1,48.0,48.2,46.4,45.4,93.0,90.0,86.0,5.0,2.3,0.0,30.69,30.62,0.01
31/12/2018,51.1,49.4,48.1,47.2,45.3,43.2,96.0,86.0,78.0,5.0,2.8,0.0,30.68,30.63,0.01
